STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPEND_SOURCE,Expenditure source,SPENDING_TYPE,Spending type,PROGRAMME_TYPE,Programme type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency,BASE_PER,Base period
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.415,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.419,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.419,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.418,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.419,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.422,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.434,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.446,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.454,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,0.487,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,DEU,Germany,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2021,,0.495,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2010,,0.019,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.017,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.019,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.044,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.04,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.056,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.043,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.051,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.076,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.045,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,0.041,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2021,,0.037,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2010,,0.218,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.201,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.206,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.209,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.305,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.231,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.177,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.171,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.175,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.169,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,0.177,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,HUN,Hungary,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2021,,0.162,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2010,,0.7,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.7,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.799,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.831,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.895,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.853,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.728,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.809,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.859,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.941,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,1.037,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISL,Iceland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2021,,1.015,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2010,,0.069,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.067,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.059,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.054,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.046,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.033,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.035,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.033,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.033,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.033,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,0.037,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,IRL,Ireland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2021,,0.033,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2010,,0.429,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2011,,0.422,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2012,,0.437,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2013,,0.448,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2014,,0.457,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2015,,0.477,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2016,,0.492,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2017,,0.524,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2018,,0.555,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2019,,0.574,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_PUB_DIS_SIC(1.0),Public expenditure on disability and sickness cash benefits in % GDP,I,ISR,Israel,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES10,Public,K,In kind spending,TP31,Incapacity related,_Z,Not applicable,2020,,0.721,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
